id,user_id,average_rating,learning_path_id
4168.0,524.0,84.0,8.0
4169.0,524.0,89.0,5.0
4170.0,524.0,79.0,4.0
4171.0,524.0,73.0,1.0
4172.0,524.0,78.0,16.0
4173.0,525.0,84.0,17.0
4174.0,525.0,81.6,2.0
4175.0,525.0,69.0,19.0
4176.0,525.0,88.0,14.0
4177.0,525.0,74.0,5.0
4178.0,525.0,87.0,6.0
4179.0,525.0,77.0,4.0
4180.0,526.0,75.0,2.0
4181.0,526.0,92.0,17.0
4182.0,526.0,84.0,5.0
4183.0,526.0,80.5,13.0
4184.0,526.0,70.0,1.0
4185.0,526.0,71.0,6.0
4186.0,526.0,75.0,15.0
4187.0,526.0,86.5,9.0
4188.0,527.0,81.8,2.0
4189.0,527.0,77.0,4.0
4190.0,527.0,74.0,14.0
4191.0,527.0,83.0,7.0
4192.0,527.0,74.0,1.0
4193.0,527.0,91.0,18.0
4194.0,527.0,86.0,11.0
4195.0,527.0,94.0,12.0
4196.0,527.0,78.0,19.0
4197.0,528.0,75.25,2.0
4198.0,528.0,85.0,17.0
4199.0,528.0,94.0,1.0
4200.0,528.0,80.0,11.0
4201.0,528.0,83.5,13.0
4202.0,528.0,79.0,6.0
4203.0,528.0,78.0,19.0
4204.0,529.0,72.5,2.0
4205.0,529.0,72.0,17.0
4206.0,529.0,86.0,13.0
4207.0,529.0,86.0,3.0
4208.0,529.0,88.0,9.0
4209.0,529.0,70.0,16.0
4210.0,529.0,84.0,10.0
4211.0,530.0,76.0,2.0
4212.0,530.0,87.0,17.0
4213.0,530.0,70.0,13.0
4214.0,530.0,91.0,7.0
4215.0,530.0,76.0,9.0
4216.0,530.0,75.0,11.0
4217.0,531.0,71.0,17.0
4218.0,531.0,84.5,2.0
4219.0,531.0,65.0,4.0
4220.0,531.0,79.0,9.0
4221.0,531.0,76.5,16.0
4222.0,531.0,80.0,13.0
4223.0,531.0,74.0,10.0
4224.0,531.0,76.0,1.0
4225.0,531.0,71.0,8.0
4226.0,532.0,80.4,2.0
4227.0,532.0,84.0,17.0
4228.0,532.0,78.0,18.0
4229.0,532.0,87.0,11.0
4230.0,532.0,82.0,7.0
4231.0,532.0,72.0,4.0
4232.0,532.0,82.0,12.0
4233.0,532.0,74.0,13.0
4234.0,533.0,84.0,2.0
4235.0,533.0,76.0,17.0
4236.0,533.0,68.0,9.0
4237.0,533.0,89.0,19.0
4238.0,533.0,66.0,18.0
4239.0,533.0,74.0,10.0
4240.0,533.0,91.0,13.0
4241.0,533.0,88.0,12.0
4242.0,533.0,71.0,6.0
4243.0,534.0,84.0,17.0
4244.0,534.0,81.75,2.0
4245.0,534.0,84.67,14.0
4246.0,534.0,72.0,6.0
4247.0,534.0,76.0,8.0
4248.0,534.0,78.0,11.0
4249.0,535.0,79.25,2.0
4250.0,535.0,78.0,17.0
4251.0,535.0,84.0,15.0
4252.0,535.0,77.0,1.0
4253.0,535.0,87.0,20.0
4254.0,535.0,73.0,11.0
4255.0,535.0,88.0,6.0
4256.0,535.0,83.0,9.0
4257.0,536.0,81.75,2.0
4258.0,536.0,75.0,17.0
4259.0,536.0,65.0,13.0
4260.0,536.0,75.0,15.0
4261.0,536.0,77.0,6.0
4262.0,536.0,82.0,19.0
4263.0,536.0,82.0,18.0
4264.0,537.0,88.0,17.0
4265.0,537.0,84.5,2.0
4266.0,537.0,79.0,4.0
4267.0,537.0,82.0,6.0
4268.0,537.0,75.0,3.0
4269.0,537.0,76.0,8.0
4270.0,537.0,70.0,19.0
4271.0,538.0,82.5,2.0
4272.0,538.0,76.0,17.0
4273.0,538.0,92.0,11.0
4274.0,538.0,90.0,3.0
4275.0,538.0,74.0,18.0
4276.0,538.0,84.0,7.0
4277.0,538.0,83.0,14.0
4278.0,538.0,87.0,13.0
4279.0,539.0,75.8,2.0
4280.0,539.0,94.0,5.0
4281.0,539.0,86.0,18.0
4282.0,539.0,77.0,13.0
4283.0,539.0,65.0,6.0
4284.0,539.0,77.0,1.0
4285.0,540.0,82.25,2.0
4286.0,540.0,92.0,17.0
4287.0,540.0,87.0,16.0
4288.0,540.0,87.0,11.0
4289.0,540.0,72.0,1.0
4290.0,540.0,75.5,5.0
4291.0,540.0,81.0,10.0
4292.0,541.0,77.0,2.0
4293.0,541.0,85.0,17.0
4294.0,541.0,81.5,7.0
4295.0,541.0,83.0,15.0
4296.0,541.0,85.0,3.0
4297.0,541.0,78.0,4.0
4298.0,541.0,83.0,5.0
4299.0,541.0,75.0,16.0
4300.0,542.0,81.25,2.0
4301.0,542.0,74.0,17.0
4302.0,542.0,90.0,18.0
4303.0,542.0,81.0,19.0
4304.0,542.0,81.0,20.0
4305.0,542.0,80.0,13.0
4306.0,542.0,85.0,12.0
4307.0,543.0,76.67,2.0
4308.0,543.0,89.0,17.0
4309.0,543.0,83.0,10.0
4310.0,543.0,75.0,4.0
4311.0,543.0,75.5,1.0
4312.0,543.0,94.0,3.0
4313.0,543.0,80.0,6.0
4314.0,543.0,75.0,16.0
4315.0,544.0,62.0,17.0
4316.0,544.0,88.75,2.0
4317.0,544.0,81.0,7.0
4318.0,544.0,83.0,8.0
4319.0,544.0,78.0,18.0
4320.0,544.0,74.0,3.0
4321.0,544.0,77.0,6.0
4322.0,545.0,83.0,17.0
4323.0,545.0,79.25,2.0
4324.0,545.0,77.5,10.0
4325.0,545.0,78.0,1.0
4326.0,545.0,91.0,5.0
4327.0,545.0,79.0,16.0
4328.0,545.0,80.0,11.0
4329.0,545.0,91.0,8.0
4330.0,546.0,78.5,2.0
4331.0,546.0,75.0,17.0
4332.0,546.0,69.0,9.0
4333.0,546.0,82.0,5.0
4334.0,546.0,75.0,14.0
4335.0,546.0,80.0,16.0
4336.0,546.0,76.0,6.0
4337.0,546.0,79.0,4.0
4338.0,546.0,84.0,13.0
4339.0,546.0,72.0,10.0
4340.0,546.0,82.0,19.0
4341.0,547.0,70.8,2.0
4342.0,547.0,83.0,17.0
4343.0,547.0,76.0,14.0
4344.0,547.0,69.0,12.0
4345.0,547.0,75.0,15.0
4346.0,547.0,73.0,20.0
4347.0,547.0,85.0,7.0
4348.0,548.0,80.0,17.0
4349.0,548.0,78.75,2.0
4350.0,548.0,87.0,4.0
4351.0,548.0,80.0,15.0
4352.0,548.0,73.0,5.0
4353.0,548.0,86.0,9.0
4354.0,549.0,76.4,2.0
4355.0,549.0,69.0,17.0
4356.0,549.0,87.0,13.0
4357.0,549.0,88.0,15.0
4358.0,549.0,76.0,20.0
4359.0,549.0,65.0,9.0
4360.0,549.0,87.0,18.0
4361.0,549.0,77.0,11.0
4362.0,550.0,83.67,2.0
4363.0,550.0,84.5,17.0
4364.0,550.0,79.0,8.0
4365.0,550.0,67.0,16.0
4366.0,550.0,74.0,4.0
4367.0,550.0,75.0,13.0
4368.0,550.0,80.0,12.0
4369.0,550.0,83.0,5.0
4370.0,550.0,90.0,19.0
4371.0,550.0,84.0,7.0
4372.0,550.0,78.0,10.0
4373.0,551.0,79.6,2.0
4374.0,551.0,88.5,17.0
4375.0,551.0,72.0,12.0
4376.0,551.0,85.0,6.0
4377.0,551.0,83.0,15.0
4378.0,552.0,81.5,17.0
4379.0,552.0,79.25,2.0
4380.0,552.0,87.0,5.0
4381.0,552.0,93.0,16.0
4382.0,552.0,62.0,7.0
4383.0,552.0,87.0,19.0
4384.0,552.0,62.0,1.0
4385.0,553.0,80.8,2.0
4386.0,553.0,67.0,17.0
4387.0,553.0,85.5,5.0
4388.0,553.0,86.5,1.0
4389.0,553.0,98.0,18.0
4390.0,553.0,80.0,12.0
4391.0,553.0,70.0,19.0
4392.0,553.0,93.0,14.0
4393.0,554.0,77.0,17.0
4394.0,554.0,79.25,2.0
4395.0,554.0,84.0,7.0
4396.0,554.0,83.5,1.0
4397.0,554.0,73.0,12.0
4398.0,554.0,87.5,8.0
4399.0,554.0,84.0,9.0
4400.0,554.0,85.0,10.0
4401.0,554.0,69.0,5.0
4402.0,555.0,79.25,2.0
4403.0,555.0,86.5,17.0
4404.0,555.0,76.0,18.0
4405.0,555.0,77.0,20.0
4406.0,555.0,75.0,3.0
4407.0,555.0,78.0,14.0
4408.0,555.0,85.0,5.0
4409.0,555.0,77.0,12.0
4410.0,555.0,87.0,4.0
4411.0,556.0,77.2,2.0
4412.0,556.0,73.0,17.0
4413.0,556.0,94.0,13.0
4414.0,556.0,80.0,7.0
4415.0,556.0,89.0,15.0
4416.0,556.0,80.0,5.0
4417.0,556.0,81.0,10.0
4418.0,556.0,62.0,1.0
4419.0,557.0,81.0,2.0
4420.0,557.0,85.5,17.0
4421.0,557.0,75.0,13.0
4422.0,557.0,82.0,18.0
4423.0,557.0,86.0,11.0
4424.0,557.0,82.0,4.0
4425.0,557.0,71.0,20.0
4426.0,557.0,98.0,19.0
4427.0,558.0,87.5,2.0
4428.0,558.0,96.0,17.0
4429.0,558.0,87.0,7.0
4430.0,558.0,85.0,18.0
4431.0,558.0,78.5,15.0
4432.0,558.0,89.0,8.0
4433.0,558.0,81.0,20.0
4434.0,558.0,75.0,1.0
4435.0,558.0,74.0,3.0
4436.0,558.0,81.0,4.0
4437.0,559.0,77.0,2.0
4438.0,559.0,72.0,17.0
4439.0,559.0,85.0,10.0
4440.0,559.0,77.0,4.0
4441.0,559.0,90.0,19.0
4442.0,559.0,79.0,18.0
4443.0,559.0,85.0,6.0
4444.0,560.0,82.0,2.0
4445.0,560.0,78.5,17.0
4446.0,560.0,90.0,14.0
4447.0,560.0,91.0,18.0
4448.0,560.0,90.0,8.0
4449.0,560.0,80.0,6.0
4450.0,560.0,73.0,9.0
4451.0,560.0,83.0,20.0
4452.0,561.0,70.0,17.0
4453.0,561.0,80.75,2.0
4454.0,561.0,83.0,9.0
4455.0,561.0,75.0,13.0
4456.0,561.0,94.0,15.0
4457.0,562.0,79.0,17.0
4458.0,562.0,78.25,2.0
4459.0,562.0,74.0,3.0
4460.0,562.0,79.5,13.0
4461.0,562.0,81.0,20.0
4462.0,562.0,64.0,11.0
4463.0,562.0,83.5,6.0
4464.0,563.0,74.0,17.0
4465.0,563.0,80.0,2.0
4466.0,563.0,66.0,10.0
4467.0,563.0,72.0,1.0
4468.0,563.0,64.0,8.0
4469.0,563.0,89.0,12.0
4470.0,563.0,76.0,16.0
4471.0,563.0,79.0,14.0
4472.0,563.0,88.0,7.0
4473.0,564.0,78.4,2.0
4474.0,564.0,81.0,17.0
4475.0,564.0,77.0,9.0
4476.0,564.0,87.0,1.0
4477.0,564.0,96.0,7.0
4478.0,564.0,78.0,18.0
4479.0,564.0,82.0,11.0
4480.0,564.0,75.0,19.0
4481.0,564.0,93.0,16.0
4482.0,565.0,83.0,2.0
4483.0,565.0,79.0,17.0
4484.0,565.0,72.0,12.0
4485.0,565.0,89.0,20.0
4486.0,565.0,86.33,3.0
4487.0,565.0,84.0,7.0
4488.0,565.0,74.0,8.0
4489.0,565.0,86.0,18.0
4490.0,565.0,82.0,13.0
4491.0,566.0,85.5,2.0
4492.0,566.0,81.0,17.0
4493.0,566.0,81.0,20.0
4494.0,566.0,79.0,7.0
4495.0,566.0,72.0,16.0
4496.0,566.0,89.0,19.0
4497.0,566.0,79.5,13.0
4498.0,566.0,79.0,12.0
4499.0,566.0,86.0,18.0
4500.0,567.0,82.0,2.0
4501.0,567.0,85.0,17.0
4502.0,567.0,94.0,9.0
4503.0,567.0,65.0,20.0
4504.0,567.0,74.0,7.0
4505.0,567.0,92.0,10.0
4506.0,568.0,79.0,2.0
4507.0,568.0,75.0,17.0
4508.0,568.0,89.0,13.0
4509.0,568.0,82.0,20.0
4510.0,568.0,73.0,3.0
4511.0,568.0,83.0,8.0
4512.0,568.0,62.0,9.0
4513.0,569.0,81.2,2.0
4514.0,569.0,89.0,17.0
4515.0,569.0,78.0,14.0
4516.0,569.0,77.0,6.0
4517.0,569.0,72.0,4.0
4518.0,569.0,80.0,18.0
4519.0,569.0,86.0,20.0
4520.0,570.0,84.0,2.0
4521.0,570.0,79.5,17.0
4522.0,570.0,88.0,1.0
4523.0,570.0,69.0,14.0
4524.0,570.0,79.0,19.0
4525.0,570.0,88.0,18.0
4526.0,570.0,87.0,11.0
4527.0,571.0,73.6,2.0
4528.0,571.0,79.0,17.0
4529.0,571.0,76.5,4.0
4530.0,571.0,82.0,8.0
4531.0,571.0,77.0,10.0
4532.0,571.0,71.0,20.0
4533.0,571.0,81.0,3.0
4534.0,571.0,93.0,15.0
4535.0,572.0,78.0,17.0
4536.0,572.0,79.5,2.0
4537.0,572.0,80.0,5.0
4538.0,572.0,82.33,6.0
4539.0,572.0,87.0,3.0
4540.0,572.0,80.0,9.0
4541.0,572.0,81.0,19.0
4542.0,572.0,83.0,20.0
4543.0,572.0,75.0,15.0
4544.0,572.0,75.0,14.0
4545.0,573.0,76.75,2.0
4546.0,573.0,85.0,17.0
4547.0,573.0,80.0,10.0
4548.0,573.0,86.5,4.0
4549.0,573.0,80.0,8.0
4550.0,573.0,80.0,6.0
4551.0,573.0,65.0,1.0
4552.0,573.0,79.0,7.0
4553.0,573.0,89.0,13.0
4554.0,574.0,83.25,2.0
4555.0,574.0,68.0,17.0
4556.0,574.0,85.0,14.0
4557.0,574.0,82.0,16.0
4558.0,574.0,79.0,12.0
4559.0,574.0,88.0,10.0
4560.0,574.0,93.0,15.0
4561.0,575.0,76.0,2.0
4562.0,575.0,81.0,17.0
4563.0,575.0,80.0,5.0
4564.0,575.0,75.0,15.0
4565.0,575.0,87.0,8.0
4566.0,575.0,76.0,4.0
4567.0,575.0,92.0,20.0
4568.0,575.0,85.0,18.0
4569.0,575.0,91.0,16.0
4570.0,576.0,78.75,2.0
4571.0,576.0,86.0,17.0
4572.0,576.0,72.0,3.0
4573.0,576.0,89.0,8.0
4574.0,576.0,80.0,14.0
4575.0,576.0,71.0,20.0
4576.0,576.0,70.0,6.0
4577.0,576.0,68.0,10.0
4578.0,576.0,72.0,5.0
4579.0,576.0,84.0,11.0
4580.0,576.0,71.0,16.0
4581.0,577.0,75.5,2.0
4582.0,577.0,83.0,17.0
4583.0,577.0,84.0,15.0
4584.0,577.0,84.0,14.0
4585.0,577.0,76.0,1.0
4586.0,577.0,87.0,7.0
4587.0,577.0,72.0,10.0
4588.0,577.0,88.0,11.0
4589.0,577.0,71.0,13.0
4590.0,577.0,74.0,16.0
4591.0,578.0,80.25,2.0
4592.0,578.0,78.0,17.0
4593.0,578.0,71.0,11.0
4594.0,578.0,77.5,12.0
4595.0,578.0,93.0,15.0
4596.0,578.0,87.0,16.0
4597.0,578.0,78.0,5.0
4598.0,578.0,90.0,4.0
4599.0,578.0,76.0,1.0
4600.0,579.0,76.75,2.0
4601.0,579.0,92.0,17.0
4602.0,579.0,79.0,19.0
4603.0,579.0,85.0,5.0
4604.0,579.0,77.5,4.0
4605.0,579.0,85.0,16.0
4606.0,579.0,78.0,9.0
4607.0,580.0,88.0,17.0
4608.0,580.0,73.75,2.0
4609.0,580.0,84.0,19.0
4610.0,580.0,77.5,12.0
4611.0,580.0,80.0,10.0
4612.0,580.0,80.67,7.0
4613.0,580.0,77.0,20.0
4614.0,580.0,80.0,13.0
4615.0,580.0,75.0,18.0
4616.0,581.0,82.5,2.0
4617.0,581.0,70.5,17.0
4618.0,581.0,75.0,11.0
4619.0,581.0,82.5,19.0
4620.0,581.0,88.0,18.0
4621.0,581.0,68.0,1.0
4622.0,581.0,80.0,14.0
4623.0,582.0,70.25,2.0
4624.0,582.0,74.0,17.0
4625.0,582.0,73.5,12.0
4626.0,582.0,85.5,3.0
4627.0,582.0,84.0,18.0
4628.0,582.0,81.0,1.0
4629.0,582.0,81.0,10.0
4630.0,582.0,94.0,5.0
4631.0,583.0,78.75,2.0
4632.0,583.0,80.0,17.0
4633.0,583.0,77.0,7.0
4634.0,583.0,79.0,1.0
4635.0,583.0,80.0,10.0
4636.0,583.0,78.0,3.0
4637.0,583.0,89.0,5.0
4638.0,583.0,80.0,20.0
4639.0,583.0,77.0,15.0
4640.0,583.0,73.0,18.0
4641.0,584.0,82.0,17.0
4642.0,584.0,83.0,2.0
4643.0,584.0,83.0,11.0
4644.0,584.0,75.0,5.0
4645.0,584.0,82.5,15.0
4646.0,584.0,86.0,19.0
4647.0,585.0,84.75,2.0
4648.0,585.0,85.0,17.0
4649.0,585.0,81.0,8.0
4650.0,585.0,72.0,15.0
4651.0,585.0,82.0,20.0
4652.0,585.0,70.0,10.0
4653.0,585.0,70.0,7.0
4654.0,585.0,85.0,19.0
4655.0,585.0,86.0,4.0
4656.0,585.0,85.0,18.0
4657.0,585.0,78.0,12.0
4658.0,586.0,81.0,2.0
4659.0,586.0,78.0,17.0
4660.0,586.0,94.0,7.0
4661.0,586.0,76.67,14.0
4662.0,586.0,83.0,12.0
4663.0,586.0,89.0,6.0
4664.0,586.0,78.0,5.0
4665.0,586.0,82.0,3.0
4666.0,586.0,67.0,13.0
4667.0,586.0,83.0,16.0
4668.0,587.0,80.75,2.0
4669.0,587.0,76.0,17.0
4670.0,587.0,66.5,12.0
4671.0,587.0,84.0,10.0
4672.0,587.0,91.0,7.0
4673.0,587.0,77.0,14.0
4674.0,587.0,87.0,5.0
4675.0,588.0,86.5,17.0
4676.0,588.0,79.25,2.0
4677.0,588.0,73.0,12.0
4678.0,588.0,79.5,13.0
4679.0,588.0,82.0,20.0
4680.0,588.0,73.0,19.0
4681.0,588.0,93.0,4.0
4682.0,589.0,76.33,2.0
4683.0,589.0,74.0,17.0
4684.0,589.0,90.0,14.0
4685.0,589.0,76.5,3.0
4686.0,589.0,79.5,13.0
4687.0,589.0,72.0,5.0
4688.0,589.0,82.0,16.0
4689.0,589.0,85.0,7.0
4690.0,589.0,89.0,20.0
4691.0,590.0,85.0,2.0
4692.0,590.0,79.0,17.0
4693.0,590.0,86.0,19.0
4694.0,590.0,73.0,18.0
4695.0,590.0,77.0,20.0
4696.0,590.0,79.0,5.0
4697.0,590.0,81.0,10.0
4698.0,590.0,81.0,16.0
4699.0,591.0,75.25,2.0
4700.0,591.0,75.5,17.0
4701.0,591.0,71.0,5.0
4702.0,591.0,93.0,3.0
4703.0,591.0,84.5,7.0
4704.0,591.0,91.0,19.0
4705.0,592.0,79.0,2.0
4706.0,592.0,88.0,17.0
4707.0,592.0,79.0,15.0
4708.0,592.0,82.0,10.0
4709.0,592.0,89.0,3.0
4710.0,592.0,79.0,19.0
4711.0,592.0,68.0,20.0
4712.0,592.0,81.0,11.0
4713.0,592.0,85.0,6.0
4714.0,593.0,96.0,17.0
4715.0,593.0,84.5,2.0
4716.0,593.0,79.0,8.0
4717.0,593.0,78.0,4.0
4718.0,593.0,71.5,6.0
4719.0,593.0,84.0,15.0
4720.0,593.0,76.0,13.0
4721.0,593.0,78.0,18.0
4722.0,593.0,76.0,16.0
4723.0,594.0,75.0,17.0
4724.0,594.0,80.75,2.0
4725.0,594.0,76.5,10.0
4726.0,594.0,72.0,9.0
4727.0,594.0,72.0,16.0
4728.0,594.0,87.0,20.0
4729.0,594.0,91.0,7.0
4730.0,594.0,65.0,6.0
4731.0,594.0,86.0,4.0
4732.0,595.0,77.75,2.0
4733.0,595.0,76.5,17.0
4734.0,595.0,76.0,3.0
4735.0,595.0,81.0,15.0
4736.0,595.0,80.0,4.0
4737.0,595.0,90.0,19.0
4738.0,595.0,81.0,16.0
4739.0,595.0,84.0,9.0
4740.0,596.0,77.5,2.0
4741.0,596.0,71.0,17.0
4742.0,596.0,88.0,4.0
4743.0,596.0,76.5,13.0
4744.0,596.0,70.0,15.0
4745.0,596.0,89.0,8.0
4746.0,596.0,79.0,19.0
4747.0,596.0,75.0,6.0
4748.0,596.0,91.0,3.0
4749.0,596.0,81.0,16.0
4750.0,597.0,80.0,2.0
4751.0,597.0,70.0,17.0
4752.0,597.0,76.0,18.0
4753.0,597.0,92.0,20.0
4754.0,597.0,74.0,4.0
4755.0,597.0,91.5,13.0
4756.0,597.0,80.0,15.0
4757.0,597.0,78.0,10.0
4758.0,598.0,96.0,17.0
4759.0,598.0,83.8,2.0
4760.0,598.0,74.5,19.0
4761.0,598.0,76.0,13.0
4762.0,598.0,82.0,18.0
4763.0,598.0,73.0,20.0
4764.0,598.0,73.0,12.0
4765.0,599.0,83.25,2.0
4766.0,599.0,76.5,17.0
4767.0,599.0,85.0,16.0
4768.0,599.0,82.0,12.0
4769.0,599.0,80.0,18.0
4770.0,599.0,78.0,20.0
4771.0,600.0,78.33,2.0
4772.0,600.0,84.0,17.0
4773.0,600.0,70.5,19.0
4774.0,600.0,84.0,1.0
4775.0,600.0,73.0,14.0
4776.0,600.0,86.0,12.0
4777.0,600.0,72.0,9.0
4778.0,600.0,99.0,3.0
4779.0,601.0,86.5,2.0
4780.0,601.0,78.0,17.0
4781.0,601.0,78.0,3.0
4782.0,601.0,80.0,18.0
4783.0,601.0,86.0,20.0
4784.0,601.0,93.0,14.0
4785.0,601.0,78.0,10.0
4786.0,601.0,72.0,8.0
4787.0,601.0,89.0,6.0
4788.0,602.0,87.0,17.0
4789.0,602.0,79.8,2.0
4790.0,602.0,77.0,16.0
4791.0,602.0,80.0,8.0
4792.0,602.0,81.0,9.0
4793.0,603.0,76.5,2.0
4794.0,603.0,90.0,17.0
4795.0,603.0,89.0,14.0
4796.0,603.0,84.0,5.0
4797.0,603.0,74.0,19.0
4798.0,603.0,82.0,6.0
4799.0,603.0,88.0,8.0
4800.0,604.0,84.75,2.0
4801.0,604.0,90.0,17.0
4802.0,604.0,72.5,5.0
4803.0,604.0,71.0,6.0
4804.0,604.0,82.0,11.0
4805.0,605.0,74.8,2.0
4806.0,605.0,81.67,17.0
4807.0,605.0,70.0,4.0
4808.0,605.0,93.0,16.0
4809.0,605.0,75.0,10.0
4810.0,605.0,91.0,12.0
4811.0,606.0,81.5,2.0
4812.0,606.0,82.0,17.0
4813.0,606.0,70.0,1.0
4814.0,606.0,76.0,9.0
4815.0,606.0,77.0,12.0
4816.0,606.0,80.0,20.0
4817.0,606.0,86.0,18.0
4818.0,606.0,73.0,7.0
4819.0,606.0,79.0,4.0
4820.0,607.0,79.25,2.0
4821.0,607.0,82.0,17.0
4822.0,607.0,77.0,18.0
4823.0,607.0,87.0,19.0
4824.0,607.0,93.0,12.0
4825.0,607.0,72.0,1.0
4826.0,607.0,71.0,4.0
4827.0,607.0,90.0,6.0
4828.0,608.0,86.0,2.0
4829.0,608.0,73.0,17.0
4830.0,608.0,76.0,14.0
4831.0,608.0,71.0,7.0
4832.0,608.0,74.0,20.0
4833.0,608.0,78.0,10.0
4834.0,608.0,77.0,11.0
4835.0,609.0,87.25,2.0
4836.0,609.0,76.0,17.0
4837.0,609.0,87.0,1.0
4838.0,609.0,82.0,19.0
4839.0,609.0,71.0,18.0
4840.0,609.0,76.0,10.0
4841.0,609.0,91.0,5.0
4842.0,609.0,90.0,4.0
4843.0,610.0,83.5,2.0
4844.0,610.0,66.0,17.0
4845.0,610.0,78.0,16.0
4846.0,610.0,75.0,1.0
4847.0,610.0,90.0,15.0
4848.0,610.0,78.5,11.0
4849.0,610.0,81.0,10.0
4850.0,610.0,69.0,8.0
4851.0,611.0,77.5,17.0
4852.0,611.0,78.5,2.0
4853.0,611.0,89.0,16.0
4854.0,611.0,87.0,10.0
4855.0,611.0,79.0,13.0
4856.0,611.0,74.0,4.0
4857.0,611.0,85.0,19.0
4858.0,612.0,78.25,2.0
4859.0,612.0,66.0,14.0
4860.0,612.0,89.0,11.0
4861.0,612.0,74.0,3.0
4862.0,612.0,80.0,20.0
4863.0,612.0,72.0,1.0
4864.0,612.0,88.0,5.0
4865.0,612.0,88.0,18.0
4866.0,612.0,80.0,13.0
4867.0,613.0,76.5,2.0
4868.0,613.0,87.0,17.0
4869.0,613.0,79.0,18.0
4870.0,613.0,64.0,10.0
4871.0,613.0,72.5,6.0
4872.0,613.0,79.0,14.0
4873.0,613.0,86.0,11.0
4874.0,614.0,81.75,2.0
4875.0,614.0,65.0,17.0
4876.0,614.0,79.0,19.0
4877.0,614.0,81.0,3.0
4878.0,614.0,76.0,7.0
4879.0,614.0,79.0,18.0
4880.0,614.0,76.0,15.0
4881.0,615.0,79.5,2.0
4882.0,615.0,88.0,17.0
4883.0,615.0,74.0,10.0
4884.0,615.0,92.0,12.0
4885.0,615.0,90.0,5.0
4886.0,615.0,77.0,11.0
4887.0,615.0,78.0,13.0
4888.0,615.0,83.0,6.0
4889.0,615.0,71.0,7.0
4890.0,615.0,83.0,1.0
4891.0,616.0,74.75,2.0
4892.0,616.0,74.0,17.0
4893.0,616.0,79.0,12.0
4894.0,616.0,71.0,9.0
4895.0,616.0,84.0,5.0
4896.0,616.0,84.0,18.0
4897.0,616.0,79.0,3.0
4898.0,617.0,78.75,2.0
4899.0,617.0,77.0,17.0
4900.0,617.0,76.0,12.0
4901.0,617.0,88.5,19.0
4902.0,617.0,81.0,15.0
4903.0,617.0,85.0,20.0
4904.0,617.0,81.0,1.0
4905.0,617.0,81.0,13.0
4906.0,617.0,71.0,10.0
4907.0,618.0,80.5,2.0
4908.0,618.0,75.0,17.0
4909.0,618.0,71.0,13.0
4910.0,618.0,81.0,14.0
4911.0,618.0,74.0,10.0
4912.0,618.0,74.0,20.0
4913.0,618.0,74.0,5.0
4914.0,618.0,76.0,7.0
4915.0,619.0,80.4,2.0
4916.0,619.0,66.0,17.0
4917.0,619.0,82.0,14.0
4918.0,619.0,70.0,13.0
4919.0,619.0,82.5,11.0
4920.0,619.0,75.0,4.0
4921.0,619.0,73.5,16.0
4922.0,620.0,74.8,2.0
4923.0,620.0,80.0,17.0
4924.0,620.0,83.0,8.0
4925.0,620.0,80.0,20.0
4926.0,620.0,74.0,15.0
4927.0,620.0,76.0,13.0
4928.0,621.0,84.5,2.0
4929.0,621.0,72.5,17.0
4930.0,621.0,77.0,1.0
4931.0,621.0,76.0,4.0
4932.0,621.0,88.0,12.0
4933.0,621.0,69.0,13.0
4934.0,621.0,68.0,19.0
4935.0,621.0,70.0,14.0
4936.0,621.0,91.0,11.0
4937.0,622.0,77.6,2.0
4938.0,622.0,76.0,17.0
4939.0,622.0,81.0,13.0
4940.0,622.0,65.0,3.0
4941.0,622.0,79.0,7.0
4942.0,622.0,75.0,1.0
4943.0,622.0,88.0,12.0
4944.0,623.0,85.0,2.0
4945.0,623.0,73.0,17.0
4946.0,623.0,85.0,10.0
4947.0,623.0,82.0,11.0
4948.0,623.0,78.0,14.0
4949.0,623.0,77.0,13.0
4950.0,623.0,84.0,5.0
4951.0,623.0,73.0,1.0
4952.0,624.0,77.75,2.0
4953.0,624.0,81.0,17.0
4954.0,624.0,75.67,6.0
4955.0,624.0,83.0,9.0
4956.0,624.0,77.0,14.0
4957.0,624.0,80.0,20.0
4958.0,624.0,90.0,10.0
4959.0,624.0,80.0,4.0
4960.0,625.0,82.2,2.0
4961.0,625.0,92.0,17.0
4962.0,625.0,78.0,6.0
4963.0,625.0,78.0,20.0
4964.0,625.0,69.0,5.0
4965.0,625.0,90.0,3.0
4966.0,625.0,81.0,13.0
4967.0,625.0,73.0,1.0
4968.0,626.0,87.0,17.0
4969.0,626.0,81.25,2.0
4970.0,626.0,83.0,19.0
4971.0,626.0,71.0,11.0
4972.0,626.0,81.0,16.0
4973.0,626.0,82.5,15.0
4974.0,626.0,90.0,8.0
4975.0,626.0,90.0,7.0
4976.0,626.0,87.5,20.0
4977.0,626.0,84.0,5.0
4978.0,627.0,80.2,2.0
4979.0,627.0,71.5,17.0
4980.0,627.0,77.5,20.0
4981.0,627.0,79.0,7.0
4982.0,627.0,79.0,9.0
4983.0,627.0,85.0,3.0
4984.0,627.0,85.0,15.0
4985.0,628.0,75.0,17.0
4986.0,628.0,86.8,2.0
4987.0,628.0,82.5,10.0
4988.0,628.0,70.0,8.0
4989.0,628.0,76.0,12.0
